participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,klerk,0,1,,0,,0,1965-01-01,1965-01-01,0,1,0,0,0,0.0
1,serrurier,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,tingle,0,1,,0,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,scarfiotti,0,0,,1,,0,1965-10-24,1965-10-24,0,0,0,0,0,0.0
1,rollinson,0,0,,1,,0,1965-07-10,1965-07-10,0,0,0,0,0,0.0
1,rhodes,0,0,,0,,0,1965-07-10,1965-07-10,0,0,0,0,1,0.0
1,reed,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,puzey,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,bassi,0,0,,0,,0,1965-09-12,1965-09-12,0,0,0,0,1,0.0
1,bianchi,0,1,,0,,0,1965-06-13,1965-06-13,0,0,0,0,0,0.0
1,blignaut,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,blokdyk,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,prophet,0,1,,0,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,pretorius,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,pieterse,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,niemann,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,charlton,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,clapham,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,mitter,0,0,,0,,0,1965-08-01,1965-08-01,0,0,0,0,1,0.0
1,geki,0,0,,0,,0,1965-09-12,1965-09-12,0,0,0,0,1,0.0
1,maggs,0,1,,0,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,gubby,0,0,,1,,0,1965-07-10,1965-07-10,0,0,0,0,0,0.0
1,vaccarella,0,1,,0,,0,1965-09-12,1965-09-12,0,0,0,0,0,0.0
1,hailwood,0,0,,0,,0,1965-05-30,1965-05-30,0,0,0,0,1,0.0
1,love,0,0,,0,,0,1965-01-01,1965-01-01,0,0,0,0,1,0.0
1,lederle,0,0,,1,,0,1965-01-01,1965-01-01,0,0,0,0,0,0.0
1,baghetti,0,0,,0,,0,1965-09-12,1965-09-12,0,0,0,0,1,0.0
10,siffert,0,8,,0,,0,1965-01-01,1965-10-24,0,6,0,3,2,5.0
10,hill,0,9,1965-05-30,0,1965-10-03,6,1965-01-01,1965-10-24,4,9,2,9,1,47.0
10,mclaren,0,5,,0,,1,1965-01-01,1965-10-24,0,5,0,4,5,10.0
10,stewart,0,7,1965-09-12,0,1965-09-12,5,1965-01-01,1965-10-24,0,7,1,7,3,34.0
10,bonnier,0,5,,0,,0,1965-01-01,1965-10-24,0,5,0,0,5,0.0
10,bandini,0,9,,0,,1,1965-01-01,1965-10-24,0,8,0,4,1,13.0
10,rindt,0,5,,1,,0,1965-01-01,1965-10-24,0,3,0,2,4,4.0
2,amon,0,0,,0,,0,1965-06-27,1965-08-01,0,0,0,0,2,0.0
2,bussinello,0,1,,1,,0,1965-08-01,1965-09-12,0,0,0,0,0,0.0
2,bondurant,0,1,,0,,0,1965-10-03,1965-10-24,0,1,0,0,1,0.0
2,raby,0,1,,1,,0,1965-07-10,1965-08-01,0,0,0,0,0,0.0
2,solana,0,1,,0,,0,1965-10-03,1965-10-24,0,0,0,0,1,0.0
2,rodriguez,0,2,,0,,0,1965-10-03,1965-10-24,0,2,0,1,0,2.0
3,hawkins,0,2,,0,,0,1965-01-01,1965-08-01,0,2,0,0,1,0.0
4,gregory,0,2,,0,,0,1965-06-13,1965-09-12,0,1,0,0,2,0.0
5,anderson,0,2,,0,,0,1965-01-01,1965-07-18,0,2,0,0,3,0.0
6,hulme,0,3,,0,,0,1965-05-30,1965-09-12,0,3,0,2,3,5.0
6,bucknum,0,2,,0,,0,1965-05-30,1965-10-24,0,1,0,1,4,2.0
7,jack_brabham,0,4,,0,,1,1965-01-01,1965-10-24,0,4,0,3,3,9.0
7,gardner,0,3,,0,,0,1965-01-01,1965-09-12,0,1,0,0,4,0.0
7,ireland,0,3,,1,,0,1965-06-13,1965-10-24,0,2,0,0,3,0.0
8,surtees,0,5,,0,,3,1965-01-01,1965-09-12,0,5,0,4,3,17.0
8,attwood,0,6,,0,,0,1965-05-30,1965-10-24,0,3,0,2,2,2.0
8,ginther,0,5,1965-10-24,0,1965-10-24,1,1965-05-30,1965-10-24,0,4,1,3,3,11.0
9,clark,0,7,1965-01-01,0,1965-08-01,6,1965-01-01,1965-10-24,6,7,6,6,2,54.0
9,spence,0,7,,0,,1,1965-01-01,1965-10-24,0,6,0,3,2,10.0
9,gurney,0,7,,0,,5,1965-01-01,1965-10-24,0,7,0,6,2,25.0
