participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,villeneuve_sr,0,0,,1,,0,1983-06-12,1983-06-12,0,0,0,0,0,0.0
1,schlesser,0,0,,1,,0,1983-04-17,1983-04-17,0,0,0,0,0,0.0
1,palmer,0,1,,0,,0,1983-09-25,1983-09-25,0,0,0,0,0,0.0
1,jones,0,0,,0,,0,1983-03-27,1983-03-27,0,0,0,0,1,0.0
10,boutsen,0,8,,0,,0,1983-05-22,1983-10-15,0,4,0,0,2,0.0
13,cecotto,0,6,,4,,0,1983-03-13,1983-09-11,0,2,0,1,3,1.0
14,guerrero,0,4,,1,,0,1983-03-13,1983-09-25,0,0,0,0,9,0.0
15,prost,0,12,1983-04-17,0,1983-08-14,7,1983-03-13,1983-10-15,3,11,4,9,3,57.0
15,warwick,0,6,,0,,0,1983-03-13,1983-10-15,0,6,0,4,9,9.0
15,angelis,0,2,,0,,0,1983-03-13,1983-10-15,1,2,0,1,13,2.0
15,baldi,0,6,,0,,0,1983-03-13,1983-10-15,0,5,0,2,9,3.0
15,boesel,0,6,,2,,0,1983-03-13,1983-10-15,0,4,0,0,7,0.0
15,watson,0,8,1983-03-27,1,1983-03-27,3,1983-03-13,1983-10-15,0,8,1,6,6,22.0
15,tambay,0,9,1983-05-01,0,1983-05-01,5,1983-03-13,1983-10-15,4,9,1,9,6,40.0
15,cesaris,0,5,,1,,2,1983-03-13,1983-10-15,0,4,0,3,9,15.0
15,cheever,0,8,,0,,4,1983-03-13,1983-10-15,0,7,0,6,7,22.0
15,corrado_fabi,0,2,,6,,0,1983-03-13,1983-10-15,0,1,0,0,7,0.0
15,ghinzani,0,1,,8,,0,1983-03-13,1983-10-15,0,0,0,0,6,0.0
15,giacomelli,0,6,,1,,0,1983-03-13,1983-10-15,0,4,0,1,8,1.0
15,patrese,0,5,1983-10-15,0,1983-10-15,2,1983-03-13,1983-10-15,1,5,1,2,10,13.0
15,jarier,0,6,,0,,0,1983-03-13,1983-10-15,0,6,0,0,9,0.0
15,keke_rosberg,0,11,1983-05-15,0,1983-05-15,2,1983-03-13,1983-10-15,1,9,1,7,4,27.0
15,laffite,0,8,,2,,0,1983-03-13,1983-10-15,0,7,0,6,5,11.0
15,lauda,0,6,,1,,2,1983-03-13,1983-10-15,0,4,0,4,8,12.0
15,manfred_winkelhock,0,4,,1,,0,1983-03-13,1983-10-15,0,2,0,0,10,0.0
15,mansell,0,8,,0,,1,1983-03-13,1983-10-15,0,5,0,4,7,10.0
15,alboreto,0,7,1983-06-05,0,1983-06-05,1,1983-03-13,1983-10-15,0,5,1,2,8,10.0
15,piquet,0,11,1983-03-13,0,1983-09-25,8,1983-03-13,1983-10-15,1,10,3,10,4,59.0
15,sullivan,0,7,,0,,0,1983-03-13,1983-10-15,0,3,0,1,8,2.0
15,surer,0,11,,0,,0,1983-03-13,1983-10-15,0,8,0,3,4,4.0
15,arnoux,0,11,1983-06-12,0,1983-08-28,7,1983-03-13,1983-10-15,4,11,3,8,4,49.0
4,serra,0,3,,0,,0,1983-03-13,1983-05-15,0,3,0,0,1,0.0
6,johansson,0,3,,0,,0,1983-07-16,1983-09-25,0,1,0,0,3,0.0
6,salazar,0,1,,4,,0,1983-03-13,1983-05-22,0,0,0,0,1,0.0
7,acheson,0,1,,6,,0,1983-07-16,1983-10-15,0,0,0,0,0,0.0
