participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,ambrosio,0,1,,0,,0,2012-09-09,2012-09-09,0,0,0,0,0,0.0
19,grosjean,1,12,,0,,3,2012-03-18,2012-11-25,0,10,0,10,7,96.0
20,vettel,6,19,2012-04-22,0,2012-10-28,10,2012-03-18,2012-11-25,6,17,5,17,1,281.0
20,button,2,18,2012-03-18,0,2012-11-25,6,2012-03-18,2012-11-25,1,14,3,14,2,188.0
20,webber,1,18,2012-05-27,0,2012-07-08,4,2012-03-18,2012-11-25,2,15,2,15,2,179.0
20,maldonado,0,15,2012-05-13,0,2012-05-13,1,2012-03-18,2012-11-25,1,5,1,5,5,45.0
20,raikkonen,2,20,2012-11-04,0,2012-11-04,7,2012-03-18,2012-11-25,0,19,1,19,0,207.0
20,rosberg,2,17,2012-04-15,0,2012-04-15,2,2012-03-18,2012-11-25,1,10,1,10,3,93.0
20,alonso,0,18,2012-03-25,0,2012-07-22,13,2012-03-18,2012-11-25,2,18,3,18,2,278.0
20,bruno_senna,1,18,,0,,0,2012-03-18,2012-11-25,0,10,0,10,2,31.0
20,glock,0,19,,1,,0,2012-03-18,2012-11-25,0,0,0,0,0,0.0
20,hamilton,1,15,2012-06-10,0,2012-11-18,7,2012-03-18,2012-11-25,7,14,4,14,5,190.0
20,hulkenberg,1,18,,0,,0,2012-03-18,2012-11-25,0,11,0,11,2,63.0
20,karthikeyan,0,12,,1,,0,2012-03-18,2012-11-25,0,0,0,0,7,0.0
20,kobayashi,1,16,,0,,1,2012-03-18,2012-11-25,0,9,0,9,4,60.0
20,kovalainen,0,19,,0,,0,2012-03-18,2012-11-25,0,0,0,0,1,0.0
20,massa,0,19,,0,,2,2012-03-18,2012-11-25,0,14,0,14,1,122.0
20,michael_schumacher,1,13,,0,,1,2012-03-18,2012-11-25,0,8,0,8,7,49.0
20,perez,1,14,,0,,3,2012-03-18,2012-11-25,0,7,0,7,6,66.0
20,petrov,0,17,,0,,0,2012-03-18,2012-11-25,0,0,0,0,3,0.0
20,pic,0,15,,0,,0,2012-03-18,2012-11-25,0,0,0,0,5,0.0
20,resta,0,19,,0,,0,2012-03-18,2012-11-25,0,9,0,9,1,46.0
20,ricciardo,0,19,,0,,0,2012-03-18,2012-11-25,0,6,0,6,1,10.0
20,rosa,0,15,,1,,0,2012-03-18,2012-11-25,0,0,0,0,4,0.0
20,vergne,0,16,,0,,0,2012-03-18,2012-11-25,0,4,0,4,4,16.0
