participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
12,bernoldi,0,2,,1,,0,2002-03-03,2002-07-28,0,0,0,0,9,0.0
13,yoong,0,5,,1,,0,2002-03-03,2002-10-13,0,2,0,0,7,0.0
13,frentzen,0,7,,1,,0,2002-03-03,2002-09-29,0,2,0,2,5,2.0
16,massa,0,8,,0,,0,2002-03-03,2002-10-13,0,8,0,3,8,4.0
17,michael_schumacher,0,17,2002-03-03,0,2002-10-13,17,2002-03-03,2002-10-13,7,17,11,17,0,144.0
17,button,0,12,,0,,0,2002-03-03,2002-10-13,0,9,0,7,5,14.0
17,fisichella,0,8,,1,,0,2002-03-03,2002-10-13,0,7,0,4,8,7.0
17,ralf_schumacher,0,15,2002-03-17,0,2002-03-17,6,2002-03-03,2002-10-13,0,12,1,10,2,42.0
17,heidfeld,0,14,,0,,0,2002-03-03,2002-10-13,0,13,0,4,3,7.0
17,irvine,0,7,,0,,1,2002-03-03,2002-10-13,0,7,0,3,10,8.0
17,coulthard,0,13,2002-05-26,0,2002-05-26,6,2002-03-03,2002-10-13,0,13,1,11,4,41.0
17,mcnish,0,8,,0,,0,2002-03-03,2002-10-13,0,4,0,0,9,0.0
17,montoya,0,13,,0,,7,2002-03-03,2002-10-13,7,12,0,12,4,50.0
17,panis,0,7,,0,,0,2002-03-03,2002-10-13,0,4,0,2,10,3.0
17,raikkonen,0,7,,0,,4,2002-03-03,2002-10-13,0,6,0,6,10,24.0
17,rosa,0,8,,0,,0,2002-03-03,2002-10-13,0,6,0,0,9,0.0
17,salo,0,11,,0,,0,2002-03-03,2002-10-13,0,7,0,2,6,2.0
17,sato,0,10,,0,,0,2002-03-03,2002-10-13,0,6,0,1,7,2.0
17,trulli,0,8,,0,,0,2002-03-03,2002-10-13,0,8,0,4,9,9.0
17,villeneuve,0,10,,0,,0,2002-03-03,2002-10-13,0,9,0,2,7,4.0
17,webber,0,10,,0,,0,2002-03-03,2002-10-13,0,3,0,1,7,2.0
17,barrichello,0,12,2002-06-23,0,2002-09-29,10,2002-03-03,2002-10-13,3,12,4,11,5,77.0
2,davidson,0,0,,0,,0,2002-08-18,2002-09-01,0,0,0,0,2,0.0
