participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,sarrazin,0,0,,0,,0,1999-04-11,1999-04-11,0,0,0,0,1,0.0
10,michael_schumacher,0,8,1999-05-02,0,1999-05-16,6,1999-03-07,1999-10-31,3,8,2,7,2,44.0
13,zonta,0,5,,1,,0,1999-03-07,1999-10-31,0,2,0,0,7,0.0
15,badoer,0,6,,0,,0,1999-03-07,1999-10-31,0,4,0,0,9,0.0
16,hakkinen,0,11,1999-04-11,0,1999-10-31,10,1999-03-07,1999-10-31,11,11,5,11,5,76.0
16,herbert,0,9,1999-09-26,0,1999-09-26,1,1999-03-07,1999-10-31,0,5,1,3,7,15.0
16,alesi,0,8,,0,,0,1999-03-07,1999-10-31,0,6,0,2,8,2.0
16,frentzen,0,13,1999-06-27,0,1999-09-12,6,1999-03-07,1999-10-31,1,12,2,12,3,54.0
16,barrichello,0,11,,0,,3,1999-03-07,1999-10-31,1,11,0,7,5,21.0
16,damon_hill,0,7,,0,,0,1999-03-07,1999-10-31,0,7,0,4,9,7.0
16,diniz,0,4,,0,,0,1999-03-07,1999-10-31,0,3,0,3,12,3.0
16,fisichella,0,10,,0,,1,1999-03-07,1999-10-31,0,6,0,4,6,13.0
16,gene,0,10,,0,,0,1999-03-07,1999-10-31,0,6,0,1,6,1.0
16,panis,0,10,,0,,0,1999-03-07,1999-10-31,0,7,0,2,6,2.0
16,ralf_schumacher,0,12,,0,,3,1999-03-07,1999-10-31,0,12,0,11,4,35.0
16,rosa,0,5,,0,,0,1999-03-07,1999-10-31,0,1,0,1,11,1.0
16,coulthard,0,9,1999-07-11,0,1999-08-29,6,1999-03-07,1999-10-31,0,9,2,8,7,48.0
16,takagi,0,4,,0,,0,1999-03-07,1999-10-31,0,2,0,0,12,0.0
16,trulli,0,8,,0,,1,1999-03-07,1999-10-31,0,7,0,2,8,7.0
16,villeneuve,0,4,,0,,0,1999-03-07,1999-10-31,0,3,0,0,12,0.0
16,wurz,0,10,,0,,0,1999-03-07,1999-10-31,0,9,0,2,6,3.0
16,zanardi,0,6,,0,,0,1999-03-07,1999-10-31,0,4,0,0,10,0.0
16,irvine,0,15,1999-03-07,0,1999-10-17,9,1999-03-07,1999-10-31,0,15,4,14,1,74.0
9,salo,0,7,,0,,2,1999-05-02,1999-09-26,0,6,0,2,2,10.0
