participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,love,0,1,,0,,0,1972-03-04,1972-03-04,0,0,0,0,0,0.0
1,surtees,0,0,,0,,0,1972-09-10,1972-09-10,0,0,0,0,1,0.0
1,scheckter,0,1,,0,,0,1972-10-08,1972-10-08,0,1,0,0,0,0.0
1,brack,0,0,,0,,0,1972-09-24,1972-09-24,0,0,0,0,1,0.0
1,posey,0,1,,0,,0,1972-10-08,1972-10-08,0,0,0,0,0,0.0
1,oliver,0,0,,0,,0,1972-07-15,1972-07-15,0,0,0,0,1,0.0
1,migault,0,0,,0,,0,1972-08-13,1972-08-13,0,0,0,0,1,0.0
10,wilson_fittipaldi,0,5,,0,,0,1972-05-01,1972-10-08,0,4,0,0,5,0.0
10,walker,0,5,,0,,0,1972-01-23,1972-10-08,0,2,0,0,5,0.0
10,reutemann,0,5,,0,,0,1972-01-23,1972-10-08,1,3,0,1,5,3.0
10,regazzoni,0,6,,0,,2,1972-01-23,1972-10-08,0,5,0,4,4,15.0
10,beuttler,0,6,,1,,0,1972-05-01,1972-10-08,0,2,0,0,3,0.0
10,pescarolo,0,5,,1,,0,1972-01-23,1972-10-08,0,1,0,0,4,0.0
10,ganley,0,6,,0,,0,1972-01-23,1972-10-08,0,5,0,2,4,4.0
10,gethin,0,2,,0,,0,1972-01-23,1972-10-08,0,1,0,1,8,1.0
10,hailwood,0,5,,0,,1,1972-03-04,1972-10-08,0,4,0,4,5,13.0
11,stewart,0,8,1972-01-23,0,1972-10-08,5,1972-01-23,1972-10-08,2,7,4,6,3,45.0
11,beltoise,0,6,1972-05-14,0,1972-05-14,1,1972-03-04,1972-10-08,0,4,1,1,5,9.0
11,pace,0,5,,0,,0,1972-03-04,1972-10-08,0,3,0,2,6,3.0
12,emerson_fittipaldi,0,9,1972-05-01,0,1972-09-10,8,1972-01-23,1972-10-08,3,8,5,8,3,61.0
12,lauda,0,8,,0,,0,1972-01-23,1972-10-08,0,3,0,0,4,0.0
12,schenken,0,6,,0,,0,1972-01-23,1972-10-08,0,3,0,1,6,2.0
12,hulme,0,10,1972-03-04,0,1972-03-04,7,1972-01-23,1972-10-08,0,9,1,8,2,39.0
12,hill,0,8,,0,,0,1972-01-23,1972-10-08,0,6,0,3,4,4.0
12,ickx,0,8,1972-07-30,0,1972-07-30,4,1972-01-23,1972-10-08,4,6,1,5,4,27.0
12,peterson,0,10,,0,,1,1972-01-23,1972-10-08,0,8,0,5,2,12.0
12,cevert,0,6,,0,,2,1972-01-23,1972-10-08,0,6,0,3,6,15.0
12,adamich,0,5,,0,,0,1972-01-23,1972-10-08,0,2,0,1,7,3.0
12,amon,0,9,,0,,1,1972-01-23,1972-10-08,1,6,0,6,3,12.0
2,merzario,0,2,,0,,0,1972-07-15,1972-07-30,0,1,0,1,0,1.0
2,depailler,0,1,,0,,0,1972-07-02,1972-10-08,0,1,0,0,1,0.0
2,barber,0,1,,0,,0,1972-09-24,1972-10-08,0,0,0,0,1,0.0
2,roig,0,0,,0,,0,1972-01-23,1972-05-01,0,0,0,0,2,0.0
3,bell,0,0,,1,,0,1972-07-30,1972-10-08,0,0,0,0,2,0.0
4,charlton,0,0,,1,,0,1972-03-04,1972-07-30,0,0,0,0,3,0.0
4,redman,0,3,,0,,0,1972-05-14,1972-10-08,0,3,0,2,1,4.0
5,mario_andretti,0,3,,0,,0,1972-01-23,1972-10-08,0,3,0,2,2,4.0
5,galli,0,1,,0,,0,1972-06-04,1972-09-10,0,0,0,0,4,0.0
5,marko,0,4,,0,,0,1972-01-23,1972-07-02,0,3,0,0,1,0.0
8,stommelen,0,5,,0,,0,1972-03-04,1972-08-13,0,2,0,0,3,0.0
8,wisell,0,2,,0,,0,1972-01-23,1972-10-08,0,1,0,0,6,0.0
9,revson,0,8,,0,,4,1972-01-23,1972-10-08,1,7,0,6,1,23.0
