participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,scherrer,0,1,,0,,0,1953-08-23,1953-08-23,0,1,0,0,0,0.0
1,maglioli,0,1,,0,,0,1953-09-13,1953-09-13,0,1,0,0,0,0.0
1,webb,0,0,,0,,0,1953-05-30,1953-05-30,0,0,0,0,1,0.0
1,ward,0,1,,0,,0,1953-05-30,1953-05-30,0,0,0,0,0,0.0
1,vukovich,0,1,1953-05-30,0,1953-05-30,1,1953-05-30,1953-05-30,1,1,1,1,0,9.0
1,adolff,0,0,,0,,0,1953-08-02,1953-08-02,0,0,0,0,1,0.0
1,agabashian,0,1,,0,,0,1953-05-30,1953-05-30,0,1,0,1,0,1.5
1,scarborough,0,1,,0,,0,1953-05-30,1953-05-30,0,0,0,0,0,0.0
1,andre_pilette,0,1,,0,,0,1953-06-21,1953-06-21,0,0,0,0,0,0.0
1,barth,0,0,,0,,0,1953-08-02,1953-08-02,0,0,0,0,1,0.0
1,bauer,0,0,,0,,0,1953-08-02,1953-08-02,0,0,0,0,1,0.0
1,seidel,0,1,,0,,0,1953-08-02,1953-08-02,0,0,0,0,0,0.0
1,bechem,0,0,,0,,0,1953-08-02,1953-08-02,0,0,0,0,1,0.0
1,wacker,0,1,,0,,0,1953-06-21,1953-06-21,0,1,0,0,0,0.0
1,bettenhausen,0,1,,0,,0,1953-05-30,1953-05-30,0,1,0,0,0,0.0
1,rolt,0,0,,0,,0,1953-07-18,1953-07-18,0,0,0,0,1,0.0
1,birger,0,0,,0,,0,1953-01-18,1953-01-18,0,0,0,0,1,0.0
1,parsons,0,0,,0,,0,1953-05-30,1953-05-30,0,0,0,0,1,0.0
1,whitehead,0,1,,0,,0,1953-07-18,1953-07-18,0,1,0,0,0,0.0
1,bryan,0,1,,0,,0,1953-05-30,1953-05-30,0,0,0,0,0,0.0
1,nuckey,0,1,,0,,0,1953-08-02,1953-08-02,0,0,0,0,0,0.0
1,carini,0,0,,0,,0,1953-09-13,1953-09-13,0,0,0,0,1,0.0
1,niday,0,0,,0,,0,1953-05-30,1953-05-30,0,0,0,0,1,0.0
1,nazaruk,0,0,,0,,0,1953-05-30,1953-05-30,0,0,0,0,1,0.0
1,nalon,0,1,,0,,0,1953-05-30,1953-05-30,0,0,0,0,0,0.0
1,crook,0,0,,0,,0,1953-07-18,1953-07-18,0,0,0,0,1,0.0
1,cross,0,1,,0,,1,1953-05-30,1953-05-30,0,1,0,1,0,6.0
1,cruz,0,0,,0,,0,1953-01-18,1953-01-18,0,0,0,0,1,0.0
1,musso,0,1,,0,,0,1953-09-13,1953-09-13,0,1,0,0,0,0.0
1,davies,0,1,,0,,0,1953-05-30,1953-05-30,0,1,0,0,0,0.0
1,daywalt,0,1,,0,,0,1953-05-30,1953-05-30,0,1,0,0,0,0.0
1,dinsmore,0,1,,0,,0,1953-05-30,1953-05-30,0,0,0,0,0,0.0
