participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,vaccarella,0,0,,0,,0,1961-09-10,1961-09-10,0,0,0,0,1,0.0
1,prinoth,0,0,,1,,0,1961-09-10,1961-09-10,0,0,0,0,0,0.0
1,lippi,0,0,,0,,0,1961-09-10,1961-09-10,0,0,0,0,1,0.0
1,ryan,0,1,,0,,0,1961-10-08,1961-10-08,0,1,0,0,0,0.0
1,trevor_taylor,0,1,,0,,0,1961-05-22,1961-05-22,0,0,0,0,0,0.0
1,scarlatti,0,0,,0,,0,1961-07-02,1961-07-02,0,0,0,0,1,0.0
1,bordeu,0,0,,1,,0,1961-07-02,1961-07-02,0,0,0,0,0,0.0
1,monteverdi,0,0,,1,,0,1961-08-06,1961-08-06,0,0,0,0,0,0.0
1,starrabba,0,0,,0,,0,1961-09-10,1961-09-10,0,0,0,0,1,0.0
1,greene,0,1,,0,,0,1961-07-15,1961-07-15,0,0,0,0,0,0.0
1,ruby,0,0,,0,,0,1961-10-08,1961-10-08,0,0,0,0,1,0.0
1,ken_miles,0,0,,1,,0,1961-10-08,1961-10-08,0,0,0,0,0,0.0
1,bussinello,0,0,,0,,0,1961-09-10,1961-09-10,0,0,0,0,1,0.0
1,hansgen,0,0,,0,,0,1961-10-08,1961-10-08,0,0,0,0,1,0.0
1,hall,0,0,,0,,0,1961-10-08,1961-10-08,0,0,0,0,1,0.0
1,penske,0,1,,0,,0,1961-10-08,1961-10-08,0,1,0,0,0,0.0
1,ricardo_rodriguez,0,0,,0,,0,1961-09-10,1961-09-10,0,0,0,0,1,0.0
1,campbell-jones,0,0,,1,,0,1961-08-06,1961-08-06,0,0,0,0,0,0.0
1,sharp,0,1,,0,,0,1961-10-08,1961-10-08,0,1,0,0,0,0.0
1,boffa,0,0,,1,,0,1961-09-10,1961-09-10,0,0,0,0,0,0.0
1,duke,0,0,,1,,0,1961-08-06,1961-08-06,0,0,0,0,0,0.0
1,thiele,0,0,,1,,0,1961-09-10,1961-09-10,0,0,0,0,0,0.0
1,andre_pilette,0,0,,1,,0,1961-09-10,1961-09-10,0,0,0,0,0,0.0
2,maggs,0,2,,0,,0,1961-07-15,1961-08-06,0,0,0,0,0,0.0
2,pirocchi,0,1,,1,,0,1961-08-06,1961-09-10,0,0,0,0,0,0.0
2,natili,0,0,,1,,0,1961-07-15,1961-09-10,0,0,0,0,1,0.0
2,naylor,0,0,,1,,0,1961-07-02,1961-09-10,0,0,0,0,1,0.0
2,barth,0,0,,2,,0,1961-08-06,1961-09-10,0,0,0,0,0,0.0
2,parnell,0,1,,0,,0,1961-07-15,1961-09-10,0,1,0,0,1,0.0
2,fairman,0,0,,0,,0,1961-07-15,1961-09-10,0,0,0,0,2,0.0
2,collomb,0,0,,0,,0,1961-07-02,1961-08-06,0,0,0,0,2,0.0
2,allison,0,1,,1,,0,1961-05-14,1961-06-18,0,1,0,0,0,0.0
3,baghetti,0,1,1961-07-02,0,1961-07-02,1,1961-07-02,1961-09-10,0,1,1,1,2,9.0
3,mairesse,0,0,,0,,0,1961-06-18,1961-08-06,0,0,0,0,3,0.0
3,marsh,0,1,,1,,0,1961-06-18,1961-08-06,0,0,0,0,1,0.0
3,ashmore,0,1,,0,,0,1961-07-15,1961-09-10,0,0,0,0,2,0.0
4,may,0,1,,2,,0,1961-05-14,1961-09-10,0,0,0,0,1,0.0
4,herrmann,0,3,,1,,0,1961-05-14,1961-08-06,0,1,0,0,0,0.0
4,bianchi,0,0,,1,,0,1961-05-14,1961-07-15,0,0,0,0,3,0.0
4,bandini,0,2,,0,,0,1961-06-18,1961-09-10,0,1,0,0,2,0.0
5,trintignant,0,3,,0,,0,1961-05-14,1961-09-10,0,2,0,0,2,0.0
5,lewis,0,3,,0,,0,1961-06-18,1961-09-10,0,3,0,1,2,3.0
