participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
13,rosset,0,4,,2,,0,1998-03-08,1998-11-01,0,1,0,0,7,0.0
16,hakkinen,0,13,1998-03-08,0,1998-11-01,11,1998-03-08,1998-11-01,9,13,8,13,3,100.0
16,coulthard,0,12,1998-04-26,0,1998-04-26,9,1998-03-08,1998-11-01,3,12,1,11,4,56.0
16,damon_hill,0,11,1998-08-30,0,1998-08-30,1,1998-03-08,1998-11-01,0,11,1,5,5,20.0
16,alesi,0,12,,0,,1,1998-03-08,1998-11-01,0,11,0,4,4,9.0
16,barrichello,0,6,,0,,0,1998-03-08,1998-11-01,0,5,0,2,10,4.0
16,diniz,0,5,,0,,0,1998-03-08,1998-11-01,0,3,0,2,11,3.0
16,fisichella,0,11,,0,,2,1998-03-08,1998-11-01,1,11,0,5,5,16.0
16,frentzen,0,12,,0,,1,1998-03-08,1998-11-01,0,11,0,7,4,17.0
16,herbert,0,8,,0,,0,1998-03-08,1998-11-01,0,7,0,1,8,1.0
16,irvine,0,13,,0,,8,1998-03-08,1998-11-01,0,13,0,11,3,47.0
16,nakano,0,10,,0,,0,1998-03-08,1998-11-01,0,4,0,0,6,0.0
16,panis,0,9,,0,,0,1998-03-08,1998-11-01,0,1,0,0,7,0.0
16,ralf_schumacher,0,9,,0,,2,1998-03-08,1998-11-01,0,7,0,5,7,14.0
16,michael_schumacher,0,13,1998-04-12,0,1998-09-13,11,1998-03-08,1998-11-01,3,13,6,12,3,86.0
16,salo,0,5,,0,,0,1998-03-08,1998-11-01,0,2,0,1,11,3.0
16,takagi,0,8,,0,,0,1998-03-08,1998-11-01,0,2,0,0,8,0.0
16,trulli,0,7,,0,,0,1998-03-08,1998-11-01,0,3,0,1,9,1.0
16,tuero,0,4,,0,,0,1998-03-08,1998-11-01,0,1,0,0,12,0.0
16,villeneuve,0,13,,0,,2,1998-03-08,1998-11-01,0,13,0,9,3,21.0
16,wurz,0,11,,0,,0,1998-03-08,1998-11-01,0,10,0,6,5,17.0
7,magnussen,0,3,,0,,0,1998-03-08,1998-06-07,0,2,0,1,4,1.0
9,verstappen,0,3,,0,,0,1998-06-28,1998-11-01,0,0,0,0,6,0.0
