participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
10,chiesa,0,0,,7,,0,1992-03-01,1992-07-26,0,0,0,0,3,0.0
11,belmondo,0,5,,6,,0,1992-03-01,1992-08-16,0,1,0,0,0,0.0
13,tarquini,0,1,,0,,0,1992-03-01,1992-09-13,0,0,0,0,12,0.0
13,poele,0,2,,9,,0,1992-03-01,1992-09-13,0,1,0,0,2,0.0
13,fittipaldi,0,6,,3,,0,1992-03-01,1992-11-08,0,3,0,1,4,1.0
14,wendlinger,0,6,,0,,0,1992-03-01,1992-09-27,0,3,0,1,8,3.0
14,capelli,0,4,,0,,0,1992-03-01,1992-09-27,0,4,0,2,10,3.0
16,mansell,0,12,1992-03-01,0,1992-09-27,12,1992-03-01,1992-11-08,14,12,9,12,4,108.0
16,michael_schumacher,0,12,1992-08-30,0,1992-08-30,8,1992-03-01,1992-11-08,0,12,1,11,4,53.0
16,boutsen,0,7,,0,,0,1992-03-01,1992-11-08,0,6,0,1,9,2.0
16,brundle,0,11,,0,,5,1992-03-01,1992-11-08,0,11,0,11,5,38.0
16,alesi,0,6,,0,,2,1992-03-01,1992-11-08,0,6,0,6,10,18.0
16,cesaris,0,8,,0,,0,1992-03-01,1992-11-08,0,7,0,4,8,8.0
16,alboreto,0,14,,0,,0,1992-03-01,1992-11-08,0,12,0,4,2,6.0
16,comas,0,8,,1,,0,1992-03-01,1992-11-08,0,8,0,3,7,4.0
16,senna,0,9,1992-05-31,0,1992-09-13,7,1992-03-01,1992-11-08,1,9,3,8,7,50.0
16,patrese,0,11,1992-10-25,0,1992-10-25,9,1992-03-01,1992-11-08,1,11,1,10,5,56.0
16,gachot,0,4,,0,,0,1992-03-01,1992-11-08,0,1,0,1,12,1.0
16,grouillard,0,4,,0,,0,1992-03-01,1992-11-08,0,1,0,0,12,0.0
16,gugelmin,0,5,,0,,0,1992-03-01,1992-11-08,0,2,0,0,11,0.0
16,hakkinen,0,9,,1,,0,1992-03-01,1992-11-08,0,9,0,6,6,11.0
16,herbert,0,5,,0,,0,1992-03-01,1992-11-08,0,3,0,2,11,2.0
16,katayama,0,6,,2,,0,1992-03-01,1992-11-08,0,2,0,0,8,0.0
16,lehto,0,11,,1,,0,1992-03-01,1992-11-08,0,8,0,0,4,0.0
16,martini,0,8,,0,,0,1992-03-01,1992-11-08,0,6,0,2,8,2.0
16,berger,0,10,1992-06-14,0,1992-11-08,5,1992-03-01,1992-11-08,0,10,2,10,6,49.0
16,modena,0,4,,4,,0,1992-03-01,1992-11-08,0,2,0,1,8,1.0
16,morbidelli,0,9,,1,,0,1992-03-01,1992-11-08,0,3,0,0,6,0.0
16,suzuki,0,9,,2,,0,1992-03-01,1992-11-08,0,7,0,0,5,0.0
2,lammers,0,1,,0,,0,1992-10-25,1992-11-08,0,0,0,0,1,0.0
2,larini,0,2,,0,,0,1992-10-25,1992-11-08,0,0,0,0,0,0.0
3,amati,0,0,,3,,0,1992-03-01,1992-04-05,0,0,0,0,0,0.0
3,zanardi,0,0,,2,,0,1992-07-12,1992-08-16,0,0,0,0,1,0.0
5,naspetti,0,3,,0,,0,1992-08-30,1992-11-08,0,0,0,0,2,0.0
7,mccarthy,0,0,,7,,0,1992-05-03,1992-08-30,0,0,0,0,0,0.0
8,moreno,0,0,,7,,0,1992-05-03,1992-08-30,0,0,0,0,1,0.0
8,damon_hill,0,2,,6,,0,1992-05-03,1992-08-16,0,0,0,0,0,0.0
