participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,stevens,0,1,,0,,0,2014-11-23,2014-11-23,0,0,0,0,0,0.0
1,lotterer,0,0,,0,,0,2014-08-24,2014-08-24,0,0,0,0,1,0.0
15,jules_bianchi,0,12,,0,,0,2014-03-16,2014-10-05,0,1,0,1,3,2.0
16,chilton,0,13,,0,,0,2014-03-16,2014-10-12,0,0,0,0,3,0.0
16,kobayashi,0,9,,0,,0,2014-03-16,2014-11-23,0,0,0,0,7,0.0
16,ericsson,0,11,,0,,0,2014-03-16,2014-10-12,0,0,0,0,5,0.0
19,hamilton,7,16,2014-03-30,0,2014-11-23,16,2014-03-16,2014-11-23,7,16,11,16,3,384.0
19,button,0,18,,0,,1,2014-03-16,2014-11-23,0,13,0,13,1,126.0
19,grosjean,0,13,,0,,0,2014-03-16,2014-11-23,0,2,0,2,6,8.0
19,gutierrez,0,13,,0,,0,2014-03-16,2014-11-23,0,0,0,0,6,0.0
19,hulkenberg,0,17,,0,,0,2014-03-16,2014-11-23,0,15,0,15,2,96.0
19,bottas,1,18,,0,,6,2014-03-16,2014-11-23,0,17,0,17,1,186.0
19,kevin_magnussen,0,18,,0,,1,2014-03-16,2014-11-23,0,12,0,12,1,55.0
19,alonso,0,17,,0,,2,2014-03-16,2014-11-23,0,17,0,17,2,161.0
19,kvyat,0,14,,0,,0,2014-03-16,2014-11-23,0,5,0,5,5,8.0
19,ricciardo,1,16,2014-06-08,0,2014-08-24,8,2014-03-16,2014-11-23,0,16,3,16,3,238.0
19,maldonado,0,13,,0,,0,2014-03-16,2014-11-23,0,1,0,1,6,2.0
19,massa,1,16,,0,,3,2014-03-16,2014-11-23,1,11,0,11,3,134.0
19,perez,1,15,,0,,1,2014-03-16,2014-11-23,0,12,0,12,4,59.0
19,raikkonen,1,18,,0,,0,2014-03-16,2014-11-23,0,13,0,13,1,55.0
19,rosberg,5,17,2014-03-16,0,2014-11-09,15,2014-03-16,2014-11-23,11,16,5,16,2,317.0
19,sutil,0,12,,0,,0,2014-03-16,2014-11-23,0,0,0,0,7,0.0
19,vergne,0,14,,0,,0,2014-03-16,2014-11-23,0,7,0,7,5,22.0
19,vettel,2,16,,0,,4,2014-03-16,2014-11-23,0,16,0,16,3,167.0
