participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
1,sospiri,0,0,,0,,0,1997-03-09,1997-03-09,0,0,0,0,1,0.0
1,rosset,0,0,,0,,0,1997-03-09,1997-03-09,0,0,0,0,1,0.0
10,marques,0,4,,1,,0,1997-06-29,1997-10-26,0,1,0,0,5,0.0
10,panis,0,8,,0,,2,1997-03-09,1997-10-26,0,7,0,5,2,16.0
14,trulli,0,10,,0,,0,1997-03-09,1997-09-21,0,7,0,1,4,3.0
14,berger,0,13,1997-07-27,0,1997-07-27,2,1997-03-09,1997-10-26,1,13,1,7,1,27.0
17,villeneuve,0,11,1997-03-30,0,1997-09-28,8,1997-03-09,1997-10-26,10,11,7,11,6,81.0
17,barrichello,0,3,,0,,1,1997-03-09,1997-10-26,0,1,0,1,14,6.0
17,damon_hill,0,10,,0,,1,1997-03-09,1997-10-26,0,6,0,2,7,7.0
17,diniz,0,6,,0,,0,1997-03-09,1997-10-26,0,4,0,1,11,2.0
17,fisichella,0,13,,0,,2,1997-03-09,1997-10-26,0,11,0,6,4,20.0
17,herbert,0,11,,0,,1,1997-03-09,1997-10-26,0,11,0,6,6,15.0
17,irvine,0,11,,0,,5,1997-03-09,1997-10-26,0,9,0,6,6,24.0
17,katayama,0,8,,0,,0,1997-03-09,1997-10-26,0,2,0,0,9,0.0
17,magnussen,0,5,,0,,0,1997-03-09,1997-10-26,0,3,0,0,12,0.0
17,alesi,0,14,,0,,5,1997-03-09,1997-10-26,1,12,0,10,3,36.0
17,nakano,0,8,,0,,0,1997-03-09,1997-10-26,0,5,0,2,9,2.0
17,hakkinen,0,9,1997-10-26,0,1997-10-26,3,1997-03-09,1997-10-26,1,9,1,7,8,27.0
17,ralf_schumacher,0,7,,0,,1,1997-03-09,1997-10-26,0,7,0,6,10,13.0
17,frentzen,0,12,1997-04-27,0,1997-04-27,7,1997-03-09,1997-10-26,1,12,1,9,5,42.0
17,salo,0,8,,0,,0,1997-03-09,1997-10-26,0,4,0,1,9,2.0
17,coulthard,0,10,1997-03-09,0,1997-09-07,4,1997-03-09,1997-10-26,0,10,2,6,7,36.0
17,michael_schumacher,0,13,1997-05-11,0,1997-10-12,8,1997-03-09,1997-10-26,3,13,5,13,4,78.0
17,verstappen,0,8,,0,,0,1997-03-09,1997-10-26,0,3,0,0,9,0.0
3,wurz,0,1,,0,,1,1997-06-15,1997-07-13,0,1,0,1,2,4.0
4,fontana,0,3,,0,,0,1997-06-29,1997-10-26,0,2,0,0,1,0.0
5,larini,0,3,,0,,0,1997-03-09,1997-05-11,0,2,0,1,2,1.0
8,morbidelli,0,6,,1,,0,1997-05-25,1997-10-12,0,4,0,0,1,0.0
