participations,driverref,fastestlaps,races_finished,first_win,did_not_start,last_win,podiums,first_race,last_race,poles,top_ten,wins,finished_in_points,did_not_finish,points
18,massa,3,16,2008-04-06,0,2008-11-02,10,2008-03-16,2008-11-02,6,13,6,13,2,97.0
18,hamilton,1,17,2008-03-16,0,2008-10-19,10,2008-03-16,2008-11-02,7,15,5,14,1,98.0
18,alonso,0,15,2008-09-28,0,2008-10-12,3,2008-03-16,2008-11-02,0,14,2,12,3,61.0
18,raikkonen,10,16,2008-03-23,0,2008-04-27,9,2008-03-16,2008-11-02,2,14,2,12,2,75.0
18,kovalainen,2,15,2008-08-03,0,2008-08-03,3,2008-03-16,2008-11-02,1,14,1,11,3,53.0
18,kubica,0,16,2008-06-08,0,2008-06-08,7,2008-03-16,2008-11-02,1,14,1,14,2,75.0
18,vettel,0,12,2008-09-14,0,2008-09-14,1,2008-03-16,2008-11-02,1,10,1,9,6,35.0
18,barrichello,0,13,,0,,1,2008-03-16,2008-11-02,0,3,0,3,5,11.0
18,bourdais,0,14,,0,,0,2008-03-16,2008-11-02,0,4,0,2,4,4.0
18,button,0,14,,0,,0,2008-03-16,2008-11-02,0,3,0,1,4,3.0
18,coulthard,0,13,,0,,1,2008-03-16,2008-11-02,0,6,0,2,5,8.0
18,fisichella,0,11,,0,,0,2008-03-16,2008-11-02,0,1,0,0,7,0.0
18,glock,0,14,,0,,1,2008-03-16,2008-11-02,0,8,0,6,4,25.0
18,heidfeld,2,18,,0,,4,2008-03-16,2008-11-02,0,16,0,11,0,60.0
18,nakajima,0,16,,0,,0,2008-03-16,2008-11-02,0,5,0,5,2,9.0
18,piquet_jr,0,9,,0,,1,2008-03-16,2008-11-02,0,6,0,5,9,19.0
18,rosberg,0,16,,0,,2,2008-03-16,2008-11-02,0,8,0,5,2,17.0
18,sutil,0,7,,0,,0,2008-03-16,2008-11-02,0,0,0,0,11,0.0
18,trulli,0,15,,0,,1,2008-03-16,2008-11-02,0,12,0,10,3,31.0
18,webber,0,15,,0,,0,2008-03-16,2008-11-02,0,12,0,9,3,21.0
4,davidson,0,2,,0,,0,2008-03-16,2008-04-27,0,0,0,0,2,0.0
4,sato,0,3,,0,,0,2008-03-16,2008-04-27,0,0,0,0,1,0.0
